model,accession,phage,metadata,host,taxonomic_level,host_reasoning,host_confidence,host_source,host_found,thermal_range,temperature,thermal_reasoning,thermal_confidence,thermal_found,paper_dir,paper_dir_size,host_paper_dir,host_paper_dir_size,duration,decision,nodes,timings,JSONDecodeError,summary_file,relevant_accession_papers,relevant_accession_dir_size,relevant_host_papers,relevant_host_dir_size,error_message
gemma4:e4b,WCS69248,Bacillus phage vB_BsuM-Goe20,"{""uid"": ""2442349501"", ""accession"": ""WCS69248"", ""title"": ""protein RecA [Bacillus phage vB_BsuM-Goe20]"", ""organism"": ""Bacillus phage vB_BsuM-Goe20"", ""taxonId"": 3026982, ""sequence_length"": 403, ""create_date"": ""2023/02/15"", ""update_date"": ""2023/02/15"", ""dbsource"": ""insd"", ""extra"": ""gi|2442349501|gnl|BTU|Goe20_01310|gb|WCS69248.1|"", ""host"": ""Bacillus subtilis"", ""lab_host"": ""Bacillus subtilis delta6"", ""country"": ""Germany"", ""isolation_source"": ""sewage"", ""collection_date"": ""2019""}",Bacillus subtilis,species,The metadata explicitly lists 'host': 'Bacillus subtilis'.,,metadata,True,mesophile,,"Several papers provide evidence pointing towards mesophilic conditions. Specifically, PMC12613920.1.txt notes an 'Optimal growth temperature: 37°C' and 'Mesophilic growth: Implied by optimal growth at 37°C'. Similarly, PMC13168905.1.txt describes experiments using 'controlled incubation conditions at 37°C' for gut commensal bacteria. PMC13174917.1.txt also mentions 'Incubation conditions mentioned for microbial assays were 24 hours at 37°C'. While other papers lack temperature data or test enzymes across a wide range (like PMC13172181.1.txt testing up to 60°C), the most frequently and consistently cited physiological condition for the studied microbes is 37°C, which is characteristic of mesophiles.",,True,TMP_results/accessions/WCS69248/library/accession_lit,5,TMP_results/accessions/WCS69248/library/host_lit,10,582.7,end,"[""CreateAccessionLibrary"", ""ClassifyHostMetadata"", ""CreateHostLibrary"", ""FilterRelevantLiterature"", ""FilterRelevantHostLiterature"", ""SUMMARISELITERATURE"", ""ClassifySummary""]","{""CreateAccessionLibrary"": 19.52, ""ClassifyHostMetadata"": 1.97, ""FilterRelevantLiterature"": 64.06, ""FilterRelevantHostLiterature"": 240.12, ""ClassifySummary"": 8.1}",False,TMP_results/accessions/WCS69248/summary/summary.txt,"['40080182.txt', 'PMC12613920.1.txt']",2,"['42139344.txt', '42138174.txt', 'PMC13174917.1.txt', '42138380.txt', 'PMC13173768.1.txt', 'PMC13172181.1.txt', '42138325.txt', 'PMC13172537.1.txt', 'PMC13168905.1.txt']",9,
gemma4:e4b,WCS68993,Bacillus phage vB_BsuM-Goe17,"{""uid"": ""2442349241"", ""accession"": ""WCS68993"", ""title"": ""protein RecA [Bacillus phage vB_BsuM-Goe17]"", ""organism"": ""Bacillus phage vB_BsuM-Goe17"", ""taxonId"": 3026981, ""sequence_length"": 403, ""create_date"": ""2023/02/15"", ""update_date"": ""2023/02/15"", ""dbsource"": ""insd"", ""extra"": ""gi|2442349241|gnl|BTU|Goe17_01340|gb|WCS68993.1|"", ""host"": ""Bacillus subtilis"", ""lab_host"": ""Bacillus subtilis delta6"", ""country"": ""Germany"", ""isolation_source"": ""sewage"", ""collection_date"": ""2019""}",Bacillus subtilis,species,The metadata explicitly lists 'host': 'Bacillus subtilis'.,,metadata,True,mesophile,,"Multiple papers (PMC12613920.1.txt, PMC13118943.1.txt, PMC13168905.1.txt) show optimal or standard incubation conditions at 37°C. Growth at 37°C is the classic indicator for mesophilic organisms, as this temperature range is optimal for human body temperature and many common environmental bacteria. While some papers mention stability across ranges (e.g., 4°C to 37°C), the consistent use of 37°C as the primary culture condition strongly suggests a mesophilic lifestyle.",,True,TMP_results/accessions/WCS68993/library/accession_lit,5,TMP_results/accessions/WCS68993/library/host_lit,10,610.3100000000001,end,"[""CreateAccessionLibrary"", ""ClassifyHostMetadata"", ""CreateHostLibrary"", ""FilterRelevantLiterature"", ""FilterRelevantHostLiterature"", ""SUMMARISELITERATURE"", ""ClassifySummary""]","{""CreateAccessionLibrary"": 23.61, ""ClassifyHostMetadata"": 2.0, ""FilterRelevantLiterature"": 63.81, ""FilterRelevantHostLiterature"": 240.1, ""ClassifySummary"": 7.13}",False,TMP_results/accessions/WCS68993/summary/summary.txt,"['40080182.txt', 'PMC12613920.1.txt', 'PMC13118943.1.txt']",3,"['42139344.txt', '42138174.txt', 'PMC13174917.1.txt', '42138380.txt', 'PMC13173768.1.txt', 'PMC13172181.1.txt', '42138325.txt', 'PMC13172537.1.txt', 'PMC13168905.1.txt']",9,
ERROR,WCS68068,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,Invalid control character '\t' at: line 1 column 95 (char 94)
ERROR,WCS66854,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,Invalid control character '\t' at: line 1 column 95 (char 94)
ERROR,YP_010670227,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,Failed to fetch UID for accession: YP_010670227
gemma4:e4b,YP_010669606,Synechococcus phage S-H9-1,"{""uid"": ""2438097638"", ""accession"": ""YP_010669606"", ""title"": ""recombinase [Synechococcus phage S-H9-1]"", ""organism"": ""Synechococcus phage S-H9-1"", ""taxonId"": 2783674, ""sequence_length"": 338, ""create_date"": ""2023/01/31"", ""update_date"": ""2023/02/08"", ""dbsource"": ""refseq"", ""extra"": ""gi|2438097638|ref|YP_010669606.1|"", ""host"": ""Synechococcus sp. MW02"", ""country"": ""China"", ""collection_date"": ""09-Nov-2019""}",Synechococcus sp. MW02,species,The metadata explicitly states the 'host' as 'Synechococcus sp. MW02'.,,metadata,True,mesophile,,"The majority of the papers report optimal or standard laboratory growth temperatures around 22°C to 25°C (PMC10194205.1, PMC13041748.1, PMC10436341.1, PMC10665884.1, PMC12783734.1), which are characteristic of mesophiles. While one paper (PMC10808157.1) shows evidence of adaptation to low temperatures ($\le 16^{\circ}\text{C}$), suggesting psychrotolerance, the overall pattern across the dataset, especially the consistent use of 22-25°C for culture, points most strongly to a mesophilic classification. The general environmental sources (coastal, estuarine, open ocean) are typical of mesophilic organisms.",,True,TMP_results/accessions/YP_010669606/library/accession_lit,8,TMP_results/accessions/YP_010669606/library/host_lit,5,839.5900000000001,end,"[""CreateAccessionLibrary"", ""ClassifyHostMetadata"", ""CreateHostLibrary"", ""FilterRelevantLiterature"", ""FilterRelevantHostLiterature"", ""SUMMARISELITERATURE"", ""ClassifySummary""]","{""CreateAccessionLibrary"": 27.84, ""ClassifyHostMetadata"": 2.18, ""FilterRelevantLiterature"": 236.44, ""FilterRelevantHostLiterature"": 170.03, ""ClassifySummary"": 8.45}",False,TMP_results/accessions/YP_010669606/summary/summary.txt,"['PMC10194205.1.txt', 'PMC13041748.1.txt', '41930475.txt', '42053500.txt', 'PMC13108922.1.txt', 'PMC12774648.1.txt', '41549294.txt']",7,"['PMC12783734.1.txt', 'PMC10665884.1.txt', 'PMC10436341.1.txt', 'PMC12029665.1.txt', 'PMC10808157.1.txt']",5,
gemma4:e4b,YP_010669337,Synechococcus phage S-H9-2,"{""uid"": ""2438097368"", ""accession"": ""YP_010669337"", ""title"": ""recombinase [Synechococcus phage S-H9-2]"", ""organism"": ""Synechococcus phage S-H9-2"", ""taxonId"": 2783669, ""sequence_length"": 344, ""create_date"": ""2023/01/31"", ""update_date"": ""2023/02/08"", ""dbsource"": ""refseq"", ""extra"": ""gi|2438097368|ref|YP_010669337.1|"", ""host"": ""Synechococcus sp. WH 8102"", ""country"": ""China"", ""collection_date"": ""09-Nov-2019""}",Synechococcus sp. WH 8102,species,The metadata explicitly states the 'host' as 'Synechococcus sp. WH 8102'.,,metadata,True,mesophile,,"Multiple papers report optimal or standard incubation temperatures around 22°C to 30°C (e.g., 25°C in PMC10194205.1.txt and PMC1363776.1.txt; 22°C in PMC4215834.1.txt; 30°C in PMC11358556.1.txt). These temperatures fall squarely within the typical range for mesophiles (generally 20°C to 45°C). While no paper explicitly states 'mesophile,' the consistent use of moderate, ambient laboratory temperatures for optimal growth strongly suggests this classification. The paper PMC11914933.1.txt also notes that the optimum (32°C–35°C) is within a range considered mesophilic for marine cyanobacteria, and the authors themselves frame the results within the context of mesotrophic ocean waters. Therefore, the majority evidence points to mesophilic adaptation.",,True,TMP_results/accessions/YP_010669337/library/accession_lit,3,TMP_results/accessions/YP_010669337/library/host_lit,10,1002.55,end,"[""CreateAccessionLibrary"", ""ClassifyHostMetadata"", ""CreateHostLibrary"", ""FilterRelevantLiterature"", ""FilterRelevantHostLiterature"", ""SUMMARISELITERATURE"", ""ClassifySummary""]","{""CreateAccessionLibrary"": 21.1, ""ClassifyHostMetadata"": 2.32, ""FilterRelevantLiterature"": 132.3, ""FilterRelevantHostLiterature"": 355.25, ""ClassifySummary"": 8.51}",False,TMP_results/accessions/YP_010669337/summary/summary.txt,"['PMC10194205.1.txt', 'PMC10972446.1.txt']",2,"['PMC10194205.1.txt', 'PMC3865332.1.txt', 'PMC11637105.1.txt', 'PMC12684733.1.txt', 'PMC4215834.1.txt', 'PMC11914933.1.txt', 'PMC12016540.1.txt', 'PMC1363776.1.txt', 'PMC11358556.1.txt']",9,
gemma4:e4b,YP_010665831,Cronobacter phage LPCS28,"{""uid"": ""2438093685"", ""accession"": ""YP_010665831"", ""title"": ""recombinase [Cronobacter phage LPCS28]"", ""organism"": ""Cronobacter phage LPCS28"", ""taxonId"": 2924885, ""sequence_length"": 356, ""create_date"": ""2023/01/31"", ""update_date"": ""2023/02/08"", ""dbsource"": ""refseq"", ""extra"": ""gi|2438093685|ref|YP_010665831.1|"", ""host"": ""Cronobacter sakazakii"", ""country"": ""China"", ""collection_date"": ""2021""}",Cronobacter sakazakii,species,The metadata explicitly contains the key 'host' with the value 'Cronobacter sakazakii'.,,metadata,True,mesophile,,"Several papers provide evidence pointing towards mesophilic conditions. Paper PMC12671138.1.txt explicitly states that the 'Optimal growth temperature: 37°C' and 'Mesophilic growth: The optimal growth temperature of 37°C indicates mesophilic growth.' Furthermore, Paper 37689848.txt details incubation conditions at '37 °C' and '23 °C', which are typical mesophilic ranges. Paper 41652740.txt tests activity at 'physiological (37 °C)' and 'ambient conditions (23 °C)'. While some papers lack specific data, the recurring mention of 37°C as an optimal or tested temperature, combined with the general nature of the sources (soil, water, digestive systems), strongly suggests a mesophilic tendency for the organisms discussed across the set of papers. The most direct evidence comes from PMC12671138.1.txt.",,True,TMP_results/accessions/YP_010665831/library/accession_lit,7,TMP_results/accessions/YP_010665831/library/host_lit,9,475.67,end,"[""CreateAccessionLibrary"", ""ClassifyHostMetadata"", ""CreateHostLibrary"", ""FilterRelevantLiterature"", ""FilterRelevantHostLiterature"", ""SUMMARISELITERATURE"", ""ClassifySummary""]","{""CreateAccessionLibrary"": 22.42, ""ClassifyHostMetadata"": 2.14, ""FilterRelevantLiterature"": 80.74, ""FilterRelevantHostLiterature"": 135.31, ""ClassifySummary"": 7.23}",False,TMP_results/accessions/YP_010665831/summary/summary.txt,"['PMC12274912.1.txt', '37689848.txt', '41652740.txt', 'PMC12671138.1.txt']",4,"['PMC13160508.1.txt', 'PMC13114433.1.txt', 'PMC13164342.1.txt', '42116425.txt']",4,
gemma4:e4b,YP_010656630,Synechococcus phage S-SZBM1,"{""uid"": ""2438057709"", ""accession"": ""YP_010656630"", ""title"": ""recombinase [Synechococcus phage S-SZBM1]"", ""organism"": ""Synechococcus phage S-SZBM1"", ""taxonId"": 2926475, ""sequence_length"": 337, ""create_date"": ""2023/01/31"", ""update_date"": ""2023/02/08"", ""dbsource"": ""refseq"", ""extra"": ""gi|2438057709|ref|YP_010656630.1|"", ""host"": ""Synechococcus sp. CB0101"", ""country"": ""China"", ""isolation_source"": ""Shenzhen Bay""}",Synechococcus sp. CB0101,species,The metadata explicitly states the 'host' as 'Synechococcus sp. CB0101'.,,metadata,True,mesophile,,"The majority of the analyzed papers (PMC9964418.1, PMC9146016.1, PMC9927357.1, PMC6715862.1, PMC3886946.1) describe organisms or phages isolated from estuarine or coastal environments. The optimal/tested growth temperatures consistently cluster around 22°C to 30°C. Specifically, PMC9927357.1 notes stability at 30°C and 35°C, consistent with mesophilic conditions, and PMC6715862.1 cites an optimal growth temperature of 25°C. While some papers discuss adaptation to very low or very high temperatures (e.g., deep-sea samples in PMC12654330.1), the most frequently cited and characterized conditions for the majority of the samples point to the moderate temperature range characteristic of mesophiles.",,True,TMP_results/accessions/YP_010656630/library/accession_lit,5,TMP_results/accessions/YP_010656630/library/host_lit,8,945.43,end,"[""CreateAccessionLibrary"", ""ClassifyHostMetadata"", ""CreateHostLibrary"", ""FilterRelevantLiterature"", ""FilterRelevantHostLiterature"", ""SUMMARISELITERATURE"", ""ClassifySummary""]","{""CreateAccessionLibrary"": 34.89, ""ClassifyHostMetadata"": 2.25, ""FilterRelevantLiterature"": 205.02, ""FilterRelevantHostLiterature"": 254.36, ""ClassifySummary"": 10.36}",False,TMP_results/accessions/YP_010656630/summary/summary.txt,"['PMC9964418.1.txt', 'PMC9146016.1.txt', 'PMC9927357.1.txt']",3,"['PMC12654330.1.txt', 'PMC10665897.1.txt', 'PMC12413379.1.txt', 'PMC12838246.1.txt', 'PMC12099654.1.txt', 'PMC9964418.1.txt', 'PMC6715862.1.txt', 'PMC3886946.1.txt']",8,
gemma4:e4b,YP_010651450,Streptomyces phage Coruscant,"{""uid"": ""2438005939"", ""accession"": ""YP_010651450"", ""title"": ""UvsX-like recombinase [Streptomyces phage Coruscant]"", ""organism"": ""Streptomyces phage Coruscant"", ""taxonId"": 2739834, ""sequence_length"": 335, ""create_date"": ""2023/01/31"", ""update_date"": ""2023/02/08"", ""dbsource"": ""refseq"", ""extra"": ""gi|2438005939|ref|YP_010651450.1|"", ""lab_host"": ""Streptomyces venezuelae ATCC 10712"", ""country"": ""Germany"", ""isolation_source"": ""soil""}",Streptomyces venezuelae ATCC 10712,strain,The metadata explicitly lists 'lab_host' as 'Streptomyces venezuelae ATCC 10712'.,,metadata,True,mesophile,,"The majority of the papers (PMC7650747, PMC8402681, PMC11302927, PMC12814521, PMC8788739, PMC12096830, PMC7357120) consistently report or imply an optimal or primary growth temperature around 30°C. Mesophiles are generally defined as organisms that thrive at moderate temperatures, typically between 20°C and 45°C, with 30°C being a very common laboratory standard for such organisms. While some papers test lower temperatures (down to 4°C in PMC13175485), the core growth conditions cited are consistently in the mesophilic range (28°C–30°C).",,True,TMP_results/accessions/YP_010651450/library/accession_lit,6,TMP_results/accessions/YP_010651450/library/host_lit,8,841.61,end,"[""CreateAccessionLibrary"", ""ClassifyHostMetadata"", ""CreateHostLibrary"", ""FilterRelevantLiterature"", ""FilterRelevantHostLiterature"", ""SUMMARISELITERATURE"", ""ClassifySummary""]","{""CreateAccessionLibrary"": 27.38, ""ClassifyHostMetadata"": 2.36, ""FilterRelevantLiterature"": 162.95, ""FilterRelevantHostLiterature"": 219.4, ""ClassifySummary"": 8.84}",False,TMP_results/accessions/YP_010651450/summary/summary.txt,"['PMC7650747.1.txt', 'PMC8402681.1.txt', 'PMC13175485.1.txt', 'PMC11302927.1.txt', 'PMC12197177.1.txt']",5,"['PMC12814521.1.txt', 'PMC8788739.1.txt', 'PMC12096830.1.txt', 'PMC7614929.1.txt', 'PMC11256431.1.txt', 'PMC11906614.1.txt', 'PMC7357120.1.txt']",7,
gemma4:e4b,BBI57387,Escherichia phage KIT01,"{""uid"": ""2438329571"", ""accession"": ""BBI57387"", ""title"": ""RecA-like recombination protein [Escherichia phage KIT01]"", ""organism"": ""Escherichia phage KIT01"", ""taxonId"": 2382092, ""sequence_length"": 390, ""create_date"": ""2023/02/02"", ""update_date"": ""2023/02/02"", ""dbsource"": ""insd"", ""extra"": ""gi|2438329571|dbj|BBI57387.1|"", ""strain"": ""KIT01"", ""host"": ""Escherichia coli"", ""country"": ""Viet Nam:Can Tho"", ""isolation_source"": ""soil from free range chicken farm"", ""collection_date"": ""2015""}",Escherichia coli,species,The metadata explicitly contains the key 'host' with the value 'Escherichia coli'.,,metadata,True,mesophile,,"The first paper (PMC13153029.1.txt) provides the most detailed thermal evidence. It notes an 'Optimal stability range: 4 °C to 50 °C' and 'Stability observed at 4 °C, 28 °C, 37 °C, and 50 °C.' The summary explicitly states: 'The stability profile is consistent with a mesophilic organism, showing notable cold tolerance and moderate heat resistance, but no evidence of thermophilic adaptation was reported.' While other papers mention 37°C (PMC13175332.1.txt) or high temperatures (42139650.txt), the first paper provides the most comprehensive profile pointing towards mesophilic activity with good cold tolerance.",,True,TMP_results/accessions/BBI57387/library/accession_lit,6,TMP_results/accessions/BBI57387/library/host_lit,10,502.15000000000003,end,"[""CreateAccessionLibrary"", ""ClassifyHostMetadata"", ""CreateHostLibrary"", ""FilterRelevantLiterature"", ""FilterRelevantHostLiterature"", ""SUMMARISELITERATURE"", ""ClassifySummary""]","{""CreateAccessionLibrary"": 22.01, ""ClassifyHostMetadata"": 2.05, ""FilterRelevantLiterature"": 133.42, ""FilterRelevantHostLiterature"": 180.33, ""ClassifySummary"": 5.88}",False,TMP_results/accessions/BBI57387/summary/summary.txt,['PMC13153029.1.txt'],1,"['42139236.txt', '42139344.txt', 'PMC13175332.1.txt', '42139650.txt', 'PMC13175347.1.txt']",5,
gemma4:e4b,ARM70861,Escherichia phage phiC120,"{""uid"": ""1188258615"", ""accession"": ""ARM70861"", ""title"": ""RecA-like recombination protein [Escherichia phage phiC120]"", ""organism"": ""Escherichia phage phiC120"", ""taxonId"": 1970776, ""sequence_length"": 390, ""create_date"": ""2017/05/06"", ""update_date"": ""2023/01/30"", ""dbsource"": ""insd"", ""extra"": ""gi|1188258615|gb|ARM70861.1|"", ""host"": ""Escherichia coli O157:H7"", ""country"": ""Mexico"", ""isolation_source"": ""animal feces"", ""collection_date"": ""20-Mar-2010""}",Escherichia coli O157:H7,strain,The metadata explicitly states the 'host' as 'Escherichia coli O157:H7'.,,metadata,True,mesophile,,"The first paper (PMC8022965.1.txt) explicitly states that the phage was propagated and incubated at 37°C. A temperature of 37°C is the standard optimal growth temperature for human pathogens and is characteristic of mesophiles. The other two papers provide no temperature data, making the first paper the sole basis for classification. Since 37°C is the only concrete temperature data point, the organism is inferred to be a mesophile.",,True,TMP_results/accessions/ARM70861/library/accession_lit,1,TMP_results/accessions/ARM70861/library/host_lit,10,286.15999999999997,end,"[""CreateAccessionLibrary"", ""ClassifyHostMetadata"", ""CreateHostLibrary"", ""FilterRelevantLiterature"", ""FilterRelevantHostLiterature"", ""SUMMARISELITERATURE"", ""ClassifySummary""]","{""CreateAccessionLibrary"": 9.14, ""ClassifyHostMetadata"": 2.22, ""FilterRelevantLiterature"": 25.68, ""FilterRelevantHostLiterature"": 185.66, ""ClassifySummary"": 3.77}",False,TMP_results/accessions/ARM70861/summary/summary.txt,['PMC8022965.1.txt'],1,"['42128942.txt', '42126426.txt']",2,
gemma4:e4b,UWI42346,Bacteriophage sp.,"{""uid"": ""2295432478"", ""accession"": ""UWI42346"", ""title"": ""MAG: DNA recombination protein [Bacteriophage sp.]"", ""organism"": ""Bacteriophage sp."", ""taxonId"": 38018, ""sequence_length"": 396, ""create_date"": ""2022/09/11"", ""update_date"": ""2023/01/17"", ""dbsource"": ""insd"", ""extra"": ""gi|2295432478|gb|UWI42346.1|"", ""isolate"": ""4196_63472"", ""host"": ""Homo sapiens"", ""metagenome_source"": ""gut metagenome"", ""country"": ""Japan"", ""isolation_source"": ""feces""}",Homo sapiens,species,The metadata explicitly states 'host': 'Homo sapiens'.,,metadata,True,mesophile,,"The summary for PMC13173640.1.txt states: 'While the optimal stability range appears to be mesophilic (4–20 °C), the phage showed reduced stability at 30 °C.' It also notes that 'The optimal stability range (4–20 °C) suggests mesophilic conditions.' Although the phage was stable at 4°C (cold) and tested up to 30°C (warmer), the explicit conclusion drawn in the summary points to mesophilic conditions as the optimal stability range.",,True,TMP_results/accessions/UWI42346/library/accession_lit,8,TMP_results/accessions/UWI42346/library/host_lit,10,619.5,end,"[""CreateAccessionLibrary"", ""ClassifyHostMetadata"", ""CreateHostLibrary"", ""FilterRelevantLiterature"", ""FilterRelevantHostLiterature"", ""SUMMARISELITERATURE"", ""ClassifySummary""]","{""CreateAccessionLibrary"": 32.23, ""ClassifyHostMetadata"": 1.86, ""FilterRelevantLiterature"": 197.36, ""FilterRelevantHostLiterature"": 116.88, ""ClassifySummary"": 6.03}",False,TMP_results/accessions/UWI42346/summary/summary.txt,"['PMC13173640.1.txt', 'PMC13172421.1.txt', 'PMC13175485.1.txt', 'PMC13175621.1.txt', '42008119.txt']",5,"['PMC13174014.1.txt', 'PMC13175151.1.txt', 'PMC13173872.1.txt', 'PMC13173827.1.txt']",4,
gemma4:e4b,UWI41987,Bacteriophage sp.,"{""uid"": ""2295431984"", ""accession"": ""UWI41987"", ""title"": ""MAG: DNA recombination protein [Bacteriophage sp.]"", ""organism"": ""Bacteriophage sp."", ""taxonId"": 38018, ""sequence_length"": 336, ""create_date"": ""2022/09/11"", ""update_date"": ""2023/01/17"", ""dbsource"": ""insd"", ""extra"": ""gi|2295431984|gb|UWI41987.1|"", ""isolate"": ""4192_116481"", ""host"": ""Homo sapiens"", ""metagenome_source"": ""gut metagenome"", ""country"": ""Japan"", ""isolation_source"": ""feces""}",Homo sapiens,species,The metadata explicitly states 'host': 'Homo sapiens'.,,metadata,True,mesophile,,"The summary for PMC13173640.1.txt states: 'While the optimal stability range appears to be mesophilic (4–20 °C), the phage showed reduced stability at 30 °C.' It also notes that 'The optimal stability range (4–20 °C) suggests mesophilic conditions.' Although the phage was stable at 4°C (cold) and tested up to 30°C (warmer), the explicit conclusion drawn in the summary points to mesophilic conditions as the optimal stability range.",,True,TMP_results/accessions/UWI41987/library/accession_lit,8,TMP_results/accessions/UWI41987/library/host_lit,10,619.9499999999999,end,"[""CreateAccessionLibrary"", ""ClassifyHostMetadata"", ""CreateHostLibrary"", ""FilterRelevantLiterature"", ""FilterRelevantHostLiterature"", ""SUMMARISELITERATURE"", ""ClassifySummary""]","{""CreateAccessionLibrary"": 31.47, ""ClassifyHostMetadata"": 1.91, ""FilterRelevantLiterature"": 198.27, ""FilterRelevantHostLiterature"": 116.44, ""ClassifySummary"": 6.04}",False,TMP_results/accessions/UWI41987/summary/summary.txt,"['PMC13173640.1.txt', 'PMC13172421.1.txt', 'PMC13175485.1.txt', 'PMC13175621.1.txt', '42008119.txt']",5,"['PMC13174014.1.txt', 'PMC13175151.1.txt', 'PMC13173872.1.txt', 'PMC13173827.1.txt']",4,
gemma4:e4b,UWI41736,Bacteriophage sp.,"{""uid"": ""2295431624"", ""accession"": ""UWI41736"", ""title"": ""MAG: DNA recombination protein [Bacteriophage sp.]"", ""organism"": ""Bacteriophage sp."", ""taxonId"": 38018, ""sequence_length"": 383, ""create_date"": ""2022/09/11"", ""update_date"": ""2023/01/17"", ""dbsource"": ""insd"", ""extra"": ""gi|2295431624|gb|UWI41736.1|"", ""isolate"": ""4182_17783"", ""host"": ""Homo sapiens"", ""metagenome_source"": ""gut metagenome"", ""country"": ""Japan"", ""isolation_source"": ""feces""}",Homo sapiens,species,The metadata explicitly states 'host': 'Homo sapiens'.,,metadata,True,mesophile,,"The summary for PMC13173640.1.txt states: 'While the optimal stability range appears to be mesophilic (4–20 °C), the phage showed reduced stability at 30 °C.' It also notes that 'The optimal stability range (4–20 °C) suggests mesophilic conditions.' Although the paper tests a range (4–30 °C), the conclusion drawn from the stability data points towards mesophilic conditions as the optimal range.",,True,TMP_results/accessions/UWI41736/library/accession_lit,8,TMP_results/accessions/UWI41736/library/host_lit,10,616.9100000000001,end,"[""CreateAccessionLibrary"", ""ClassifyHostMetadata"", ""CreateHostLibrary"", ""FilterRelevantLiterature"", ""FilterRelevantHostLiterature"", ""SUMMARISELITERATURE"", ""ClassifySummary""]","{""CreateAccessionLibrary"": 30.16, ""ClassifyHostMetadata"": 1.87, ""FilterRelevantLiterature"": 197.48, ""FilterRelevantHostLiterature"": 116.01, ""ClassifySummary"": 5.95}",False,TMP_results/accessions/UWI41736/summary/summary.txt,"['PMC13173640.1.txt', 'PMC13172421.1.txt', 'PMC13175485.1.txt', 'PMC13175621.1.txt', '42008119.txt']",5,"['PMC13174014.1.txt', 'PMC13175151.1.txt', 'PMC13173872.1.txt', 'PMC13173827.1.txt']",4,
gemma4:e4b,UWI41487,Bacteriophage sp.,"{""uid"": ""2295431164"", ""accession"": ""UWI41487"", ""title"": ""MAG: DNA recombination protein [Bacteriophage sp.]"", ""organism"": ""Bacteriophage sp."", ""taxonId"": 38018, ""sequence_length"": 404, ""create_date"": ""2022/09/11"", ""update_date"": ""2023/01/17"", ""dbsource"": ""insd"", ""extra"": ""gi|2295431164|gb|UWI41487.1|"", ""isolate"": ""4179_18260"", ""host"": ""Homo sapiens"", ""metagenome_source"": ""gut metagenome"", ""country"": ""Japan"", ""isolation_source"": ""feces""}",Homo sapiens,species,The metadata explicitly states 'host': 'Homo sapiens'.,,metadata,True,mesophile,,"The summary for PMC13173640.1.txt states: 'While the optimal stability range appears to be mesophilic (4–20 °C), the phage showed reduced stability at 30 °C.' It also notes that 'The optimal stability range (4–20 °C) suggests mesophilic conditions.' Although the phage was stable at 4°C (cold) and tested up to 30°C (warmer), the explicit conclusion drawn in the summary points to mesophilic conditions as the optimal stability range.",,True,TMP_results/accessions/UWI41487/library/accession_lit,8,TMP_results/accessions/UWI41487/library/host_lit,10,619.3499999999999,end,"[""CreateAccessionLibrary"", ""ClassifyHostMetadata"", ""CreateHostLibrary"", ""FilterRelevantLiterature"", ""FilterRelevantHostLiterature"", ""SUMMARISELITERATURE"", ""ClassifySummary""]","{""CreateAccessionLibrary"": 31.47, ""ClassifyHostMetadata"": 1.89, ""FilterRelevantLiterature"": 198.04, ""FilterRelevantHostLiterature"": 116.42, ""ClassifySummary"": 6.06}",False,TMP_results/accessions/UWI41487/summary/summary.txt,"['PMC13173640.1.txt', 'PMC13172421.1.txt', 'PMC13175485.1.txt', 'PMC13175621.1.txt', '42008119.txt']",5,"['PMC13174014.1.txt', 'PMC13175151.1.txt', 'PMC13173872.1.txt', 'PMC13173827.1.txt']",4,
