uid,accession,title,organism,taxonId,sequence_length,create_date,update_date,dbsource,extra,host,culture_collection,country,isolation_source,collection_date,collected_by,isolate,metagenome_source,lat_lon,lab_host,strain,gb_acronym,note,chromosome,altitude,identified_by,old_name,clone,clone_lib,bio_material,old_lineage,segment,acronym,synonym,pathovar,genotype,type,haplogroup,serovar,haplotype,gb_synonym
3151281967,YCP71262,RecA protein [Bordetella phage vB_BbrM_PBb018],Bordetella phage vB_BbrM_PBb018,3681526,414,2026/02/01,2026/02/01,insd,gi|3151281967|gb|YCP71262.1|,Bordetella bronchiseptica,,China,sewage,2025,,,,,,,,,,,,,,,,,,,,,,,,,,
14917058,P04529,RecName: Full=Recombination and repair protein,Tequatrovirus T4,10665,391,1987/08/13,2026/01/28,swiss_prot,gi|14917058|sp|P04529.2|UVSX_BPT4,Escherichia coli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3915274,O21960,RecName: Full=Single-stranded DNA-binding protein; AltName: Full=Gp32; AltName: Full=Helix-destabilizing protein,Enterobacteria phage SV76,69613,50,1998/12/15,2026/01/28,swiss_prot,gi|3915274|sp|O21960.1|VHED_BPS76,Enterobacteriaceae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3915273,O21959,RecName: Full=Single-stranded DNA-binding protein; AltName: Full=Gp32; AltName: Full=Helix-destabilizing protein,Escherichia phage RB69,12353,49,1998/12/15,2026/01/28,swiss_prot,gi|3915273|sp|O21959.1|VHED_BPR69,Escherichia coli,,,,,,,,,,,RB69,,,,,,,,,,,,,,,,,,,
3915272,O21958,RecName: Full=Single-stranded DNA-binding protein; AltName: Full=Gp32; AltName: Full=Helix-destabilizing protein,Tequatrovirus RB32,45406,49,1998/12/15,2026/01/28,swiss_prot,gi|3915272|sp|O21958.1|VHED_BPR32,Escherichia coli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3915271,O21957,RecName: Full=Single-stranded DNA-binding protein; AltName: Full=Gp32; AltName: Full=Helix-destabilizing protein,Enterobacteria phage RB27,69609,50,1998/12/15,2026/01/28,swiss_prot,gi|3915271|sp|O21957.1|VHED_BPR27,Escherichia coli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3915270,O21956,RecName: Full=Single-stranded DNA-binding protein; AltName: Full=Gp32; AltName: Full=Helix-destabilizing protein,Enterobacteria phage RB18,10692,50,1998/12/15,2026/01/28,swiss_prot,gi|3915270|sp|O21956.1|VHED_BPR18,Escherichia coli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3915269,O21955,RecName: Full=Single-stranded DNA-binding protein; AltName: Full=Gp32; AltName: Full=Helix-destabilizing protein,Enterobacteria phage RB15,36340,50,1998/12/15,2026/01/28,swiss_prot,gi|3915269|sp|O21955.1|VHED_BPR15,Escherichia coli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3915268,O21954,RecName: Full=Single-stranded DNA-binding protein; AltName: Full=Gp32; AltName: Full=Helix-destabilizing protein,Enterobacteria phage RB10,69608,48,1998/12/15,2026/01/28,swiss_prot,gi|3915268|sp|O21954.1|VHED_BPR10,Escherichia coli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3915267,O21953,RecName: Full=Single-stranded DNA-binding protein; AltName: Full=Gp32; AltName: Full=Helix-destabilizing protein,Enterobacteria phage RB9,69612,49,1998/12/15,2026/01/28,swiss_prot,gi|3915267|sp|O21953.1|VHED_BPR09,Escherichia coli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3915266,O21952,RecName: Full=Single-stranded DNA-binding protein; AltName: Full=Gp32; AltName: Full=Helix-destabilizing protein,Enterobacteria phage RB8,69611,48,1998/12/15,2026/01/28,swiss_prot,gi|3915266|sp|O21952.1|VHED_BPR08,Escherichia coli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3915265,O21951,RecName: Full=Single-stranded DNA-binding protein; AltName: Full=Gp32; AltName: Full=Helix-destabilizing protein,Enterobacteria phage RB6,69610,47,1998/12/15,2026/01/28,swiss_prot,gi|3915265|sp|O21951.1|VHED_BPR06,Escherichia coli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3915264,O21950,RecName: Full=Single-stranded DNA-binding protein; AltName: Full=Gp32; AltName: Full=Helix-destabilizing protein,Escherichia phage RB3,31533,45,1998/12/15,2026/01/28,swiss_prot,gi|3915264|sp|O21950.1|VHED_BPR03,Escherichia coli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3915263,O21949,RecName: Full=Single-stranded DNA-binding protein; AltName: Full=Gp32; AltName: Full=Helix-destabilizing protein,Enterobacteria phage PST,69607,48,1998/12/15,2026/01/28,swiss_prot,gi|3915263|sp|O21949.1|VHED_BPPST,Yersinia pseudotuberculosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3915248,O21947,RecName: Full=Single-stranded DNA-binding protein; AltName: Full=Gp32; AltName: Full=Helix-destabilizing protein,Enterobacteria phage FSalpha,69605,48,1998/12/15,2026/01/28,swiss_prot,gi|3915248|sp|O21947.1|VHED_BPFSA,Escherichia coli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3915242,O21948,RecName: Full=Single-stranded DNA-binding protein; AltName: Full=Gp32; AltName: Full=Helix-destabilizing protein,Enterobacteria phage M1,10676,48,1998/12/15,2026/01/28,swiss_prot,gi|3915242|sp|O21948.1|VHED_BPM1,Selenomonas ruminantium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
549176,Q06728,RecName: Full=Recombination and repair protein,Enterobacteria phage T6,10666,16,1994/06/01,2026/01/28,swiss_prot,gi|549176|sp|Q06728.1|UVSX_BPT6,Escherichia coli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
549175,Q06727,RecName: Full=Recombination and repair protein,Escherichia phage T2,2060721,22,1994/06/01,2026/01/28,swiss_prot,gi|549175|sp|Q06727.1|UVSX_BPT2,Escherichia coli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
465325,Q05279,RecName: Full=Gene 65 protein; AltName: Full=Gp65,Fromanvirus L5,31757,268,1994/02/01,2026/01/28,swiss_prot,gi|465325|sp|Q05279.1|VG65_BPML5,Mycobacterium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
418170,P04537,RecName: Full=Recombination protein uvsY,Tequatrovirus T4,10665,137,1987/08/13,2026/01/28,swiss_prot,gi|418170|sp|P04537.3|UVSY_BPT4,Escherichia coli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139464,P03690,RecName: Full=Protein rIIA,Tequatrovirus T4,10665,725,1986/07/21,2026/01/28,swiss_prot,gi|139464|sp|P03690.2|VR2A_BPT4,Escherichia coli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133353,P03034,RecName: Full=Repressor protein cI,Escherichia phage Lambda,2681611,237,1986/07/21,2026/01/28,swiss_prot,gi|133353|sp|P03034.2|RPC1_LAMBD,Escherichia coli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1175132,P41662,RecName: Full=Protein AC109,Autographa californica nucleopolyhedrovirus,46015,390,1995/11/01,2026/01/28,swiss_prot,gi|1175132|sp|P41662.1|AC109_NPVAC,Lepidoptera (moths & butterflies),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3141373872,YCN14603,protein RecA [Staphylococcus phage pelagios],Staphylococcus phage pelagios,3570012,411,2026/01/20,2026/01/20,insd,gi|3141373872|gb|YCN14603.1|,Staphylococcus aureus (MRSA),,,wastewater,,,,,,,,,,,,,,,,,,,,,,,,,,,
3140602750,YCL39723,recombination protein UvsX RecA [Aeromonas phage pAQF2A-18ST],Aeromonas phage pAQF2A-18ST,3570246,364,2026/01/17,2026/01/17,insd,gi|3140602750|gb|YCL39723.1|,Aeromonas veronii GDQ25F2A,,,water,,,,,,,,,,,,,,,,,,,,,,,,,,,
3140421276,YCL15783,protein RecA [Escherichia phage BASUE2],Escherichia phage BASUE2,3242823,361,2026/01/14,2026/01/14,insd,gi|3140421276|gb|YCL15783.1|,Escherichia coli,,India: Patna,cattle farm sewage,2020,Anjay,,,,,,,lytic,,,,,,,,,,,,,,,,,,
3140395913,YCL08720,hypothetical protein [Mycobacterium phage MP2445],Mycobacterium phage MP2445,3569547,268,2026/01/14,2026/03/10,insd,gi|3140395913|gb|YCL08720.1|,Mycolicibacterium smegmatis MC2 155,,,,,,,,,,,,identical sequence found in hosts Mycobacterium bovis BCG and Mycobacterium fortuitum,,,,,,,,,,,,,,,,,,
3140192963,YCL00421,recA DNA recombination protein [Staphylococcus phage EFLK1_S],Staphylococcus phage EFLK1_S,3477141,415,2026/01/13,2026/01/13,insd,gi|3140192963|gb|YCL00421.1|,Staphylococcus aureus,,Egypt,raw sewage,15-Oct-2024,,,,,,,,,,,,,,,,,,,,,,,,,,
3140202497,CAO1708119,Protein RecA [Enterococcus phage AKEP_073],Enterococcus phage AKEP_073,3118576,179,2026/01/08,2026/01/09,insd,gi|3140202497|emb|CAO1708119.1|,,,United Kingdom,Horse Faeces,2023-01-13,,,,,,,,,1,,,,,,,,,,,,,,,,,
3140202114,CAO1706767,Protein RecA [Enterococcus phage AKEP_103],Enterococcus phage AKEP_103,3118578,179,2026/01/08,2026/01/09,insd,gi|3140202114|emb|CAO1706767.1|,,,Malaysia,Pond water,2023-01-18,,,,,,,,,1,,,,,,,,,,,,,,,,,
3140198991,CAO1704744,Protein RecA [Enterococcus phage AKEP_017],Enterococcus phage AKEP_017,3118583,179,2026/01/08,2026/01/09,insd,gi|3140198991|emb|CAO1704744.1|,,,United Kingdom,Muck heap,2023-01-12,,,,,,,,,1,,,,,,,,,,,,,,,,,
3140198459,CAO1703685,Protein RecA [Enterococcus phage AKEP_068],Enterococcus phage AKEP_068,3118575,179,2026/01/08,2026/01/09,insd,gi|3140198459|emb|CAO1703685.1|,,,United Kingdom,Muck heap,2023-01-12,,,,,,,,,1,,,,,,,,,,,,,,,,,
3140196935,CAO1702903,Protein RecA [Enterococcus phage AKEP_019],Enterococcus phage AKEP_019,3118568,179,2026/01/08,2026/01/09,insd,gi|3140196935|emb|CAO1702903.1|,,,United Kingdom,Muck heap,2023-01-12,,,,,,,,,1,,,,,,,,,,,,,,,,,
3140196593,CAO1702236,Protein RecA [Enterococcus phage AKEP_096],Enterococcus phage AKEP_096,3118577,179,2026/01/08,2026/01/09,insd,gi|3140196593|emb|CAO1702236.1|,,,Malaysia,Pond water,2023-01-18,,,,,,,,,1,,,,,,,,,,,,,,,,,
3140196426,CAO1702439,Protein RecA [Enterococcus phage AKEP_004],Enterococcus phage AKEP_004,3118564,179,2026/01/08,2026/01/09,insd,gi|3140196426|emb|CAO1702439.1|,,,United Kingdom,Compost Sample,2023-01-11,,,,,,,,,1,,,,,,,,,,,,,,,,,
3137130861,YCJ26573,putative DNA recombination and repair protein RecA [Escherichia phage PG3],Escherichia phage PG3,3489668,393,2026/01/05,2026/01/05,insd,gi|3137130861|gb|YCJ26573.1|,,,"Argentina: Tandil, Buenos Aires",bovine feces,19-Oct-2021,Ana Elisa Juarez and Paula Maria Alejandra Lucchesi,,,,Escherichia coli DH5alpha,,,,,,,,,,,,,,,,,,,,,
3137130595,YCJ26308,putative DNA recombination and repair protein [Escherichia phage L73],Escherichia phage L73,3489667,393,2026/01/05,2026/01/05,insd,gi|3137130595|gb|YCJ26308.1|,,,"Argentina: Tandil, Buenos Aires",dairy farm effluent,22-Mar-2021,Ana Elisa Juarez and Paula Maria Alejandra Lucchesi,,,,Escherichia coli DH5alpha,,,,,,,,,,,,,,,,,,,,,
3137128041,YCJ24104,RecA ATPase [Stenotrophomonas phage vB_Sma_QH84],Stenotrophomonas phage vB_Sma_QH84,3479761,238,2026/01/05,2026/01/05,insd,gi|3137128041|gb|YCJ24104.1|,Stenotrophomonas maltophilia 381,,,sewage,01-Oct-2025,Peng Cheng,,,,,,,,,2261 m,,,,,,,,,,,,,,,,
3137076974,YCJ17403,putative RecA protein [Pseudomonas phage vB_PaeS_YN02],Pseudomonas phage vB_PaeS_YN02,3455038,400,2026/01/04,2026/01/04,insd,gi|3137076974|gb|YCJ17403.1|,Pseudomonas aeruginosa 2024-DL02 (clinical strain),,China,wastewater,2024,,,,,,,,,,,,,,,,,,,,,,,,,,
2514756875,WIL02624,RecA-like recombination protein [Salmonella phage ST-W49],Salmonella phage ST-W49,3038199,361,2025/12/31,2025/12/31,insd,gi|2514756875|gb|WIL02624.1|,Salmonella enterica subsp. enterica serovar Typhimurium,,Thailand,sewage,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514756614,WIL02365,RecA-like recombination protein [Salmonella phage ST-W63],Salmonella phage ST-W63,3038217,361,2025/12/31,2025/12/31,insd,gi|2514756614|gb|WIL02365.1|,Salmonella enterica subsp. enterica serovar Typhimurium,,Thailand,sewage,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997124965,QSM00476,RecA-like recombination protein [Vibrio phage VAP9],Vibrio phage VAP9,2813177,362,2025/12/31,2025/12/31,insd,gi|1997124965|gb|QSM00476.1|,Vibrio alginolyticus,,China,sea water,28-Jul-2018,,,,,,,,,,,,,,,,,,,,,,,,,,
3135768747,YCJ05684,primase [Escherichia phage phiEco73],Escherichia phage phiEco73,3478252,566,2025/12/29,2025/12/29,insd,gi|3135768747|gb|YCJ05684.1|,Escherichia coli G0073,,Taiwan,waste water,2023,,,,,,,,,,,,,,,,,,,,,,,,,,
3131199187,YCB26705,recombination and repair protein [Salmonella phage GRNsp09],Salmonella phage GRNsp09,3479052,393,2025/12/21,2025/12/21,insd,gi|3131199187|gb|YCB26705.1|,Salmonella enterica subsp. enterica serovar Enteritidis JSC160603,,,chicken feces,,,,,,,,,,,,,,,,,,,,,,,,,,,
3131198239,YCB25778,RecA DNA recombination protein [Escherichia phage vB_EcoA_8D1],Escherichia phage vB_EcoA_8D1,3479173,393,2025/12/21,2025/12/21,insd,gi|3131198239|gb|YCB25778.1|,Escherichia coli,,China,"urban wastewater treatment plant in Qian'an City, Tangshan City, Hebei Province",2025-08-31,,,,,,,,,,,,,,,,,,,,,,,,,,
3130937765,YCB16399,RecA [Pseudomonas phage vB_Pas_JXAU_S1],Pseudomonas phage vB_Pas_JXAU_S1,3471687,238,2025/12/20,2025/12/20,insd,gi|3130937765|gb|YCB16399.1|,Pseudomonas aeruginosa ATCC 9027,,China,sewage,26-May-2024,,,,,,,,,,,,,,,,,,,,,,,,,,
3130937136,YCB15776,RecA DNA recombination protein [Escherichia phage OLB156],Escherichia phage OLB156,3469556,393,2025/12/20,2025/12/20,insd,gi|3130937136|gb|YCB15776.1|,Escherichia coli 11-1677A,,,wastewater,,,,,,,,,,,,,,,,,,,,,,,,,,,
3130109518,YCA88998,DNA recombination and repair protein RecA [Escherichia phage HME2],Escherichia phage HME2,3464252,361,2025/12/16,2025/12/16,insd,gi|3130109518|gb|YCA88998.1|,Escherichia coli ATCC 43890,,South Korea,pond water,,,,,,,,,,,,,,,,,,,,,,,,,,,
2964821661,XSD99949,RecA protein [Staphylococcus phage vB_Sep_steph4],Staphylococcus phage vB_Sep_steph4,3414695,74,2025/12/15,2025/12/15,insd,gi|2964821661|gb|XSD99949.1|,Staphylococcus epidermidis ATCC 12228,,,sewage water,,,,,,,,,,,,,,,,,,,,,,,,,,,
2206605359,UNA07295,LexA-like repressor [Escherichia phage Lambda h434 imm21],Escherichia phage Lambda h434 imm21,2918896,119,2022/03/15,2025/12/15,insd,gi|2206605359|gb|UNA07295.1|,Escherichia coli,,"USA: Stanford, CA",,1970,,,,,Escherichia coli K-12 SKB-178,,,original source of the h434 allele was E. Signer; provided by C. Georgopoulos,,,,,,,,,,,,,,,,,,
2206605283,UNA07220,LexA-like repressor [Escherichia phage Lambda imm434],Escherichia phage Lambda imm434,2918898,210,2022/03/15,2025/12/15,insd,gi|2206605283|gb|UNA07220.1|,Escherichia coli,,France: Paris,,1957,,,,,Escherichia coli K-12 SKB-178,,,provided by M. Feiss (originally A. Campbell),,,,,,,,,,,,,,,,,,
2206605282,UNA07219,repressor protection protein [Escherichia phage Lambda imm434],Escherichia phage Lambda imm434,2918898,134,2022/03/15,2025/12/15,insd,gi|2206605282|gb|UNA07219.1|,Escherichia coli,,France: Paris,,1957,,,,,Escherichia coli K-12 SKB-178,,,provided by M. Feiss (originally A. Campbell),,,,,,,,,,,,,,,,,,
2206605208,UNA07146,LexA-like repressor [Escherichia phage Lambda imm21],Escherichia phage Lambda imm21,2918897,190,2022/03/15,2025/12/15,insd,gi|2206605208|gb|UNA07146.1|,Escherichia coli,,"USA: Stanford, CA",,1967,,,,,Escherichia coli K-12 SKB-178,,,provided by M. Feiss (originally A. Campbell),,,,,,,,,,,,,,,,,,
2203403960,UMO75465,LexA-like repressor [Escherichia phage 21],Escherichia phage 21,2910191,190,2022/03/09,2025/12/15,insd,gi|2203403960|gb|UMO75465.1|,Escherichia coli,,,paris sewer late 1950s,,,,,,E. coli K-12 SKB-178,,,,,,,,,,,,,,,,,,,,,
2203403885,UMO75391,LexA-like repressor [Escherichia phage 434],Escherichia phage 434,1541872,210,2022/03/09,2025/12/15,insd,gi|2203403885|gb|UMO75391.1|,Escherichia coli,,,,,,434B,,,E. coli K-12 SKB-178,,,clear plaque isolate of phage 434 with replaced late genomic regions,,,,,,,,,,,,,,,,,,
2203403808,UMO75315,LexA-like repressor [Escherichia phage 434],Escherichia phage 434,1541872,210,2022/03/09,2025/12/15,insd,gi|2203403808|gb|UMO75315.1|,Escherichia coli,,,paris sewer late 1950s,,,,,,E. coli K-12 SKB-178,,,collected late 1950s,,,,,,,,,,,,,,,,,,
2203403807,UMO75314,repressor protection protein [Escherichia phage 434],Escherichia phage 434,1541872,134,2022/03/09,2025/12/15,insd,gi|2203403807|gb|UMO75314.1|,Escherichia coli,,,paris sewer late 1950s,,,,,,E. coli K-12 SKB-178,,,collected late 1950s,,,,,,,,,,,,,,,,,,
3129450804,YP_012789541,replicative DNA helicase [Escherichia phage YP-6],Escherichia phage YP-6,3020453,692,2025/12/09,2025/12/09,refseq,gi|3129450804|ref|YP_012789541.1|,Escherichia coli,,China,duck feces,2021-09-17,,,,,,,,,,,,,,,,,,,,,,,,,,
