model,accession,phage,metadata,host,taxonomic_level,host_reasoning,host_confidence,host_source,host_found,thermal_range,temperature,thermal_reasoning,thermal_confidence,thermal_found,paper_dir,paper_dir_size,host_paper_dir,host_paper_dir_size,duration,decision,nodes,timings,JSONDecodeError,summary_file,relevant_accession_papers,relevant_accession_dir_size,relevant_host_papers,relevant_host_dir_size,error_message
gemma4:e4b,XXJ62871,Vibrio phage CZ01,"{""uid"": ""3011652741"", ""accession"": ""XXJ62871"", ""title"": ""UvsX RecA-like recombination protein [Vibrio phage CZ01]"", ""organism"": ""Vibrio phage CZ01"", ""taxonId"": 3435809, ""sequence_length"": 366, ""create_date"": ""2025/07/07"", ""update_date"": ""2025/07/07"", ""dbsource"": ""insd"", ""extra"": ""gi|3011652741|gb|XXJ62871.1|"", ""lab_host"": ""Vibrio natriegens Vmax (CCTCC PV 2024008)"", ""country"": ""China: Zhejiang Province"", ""isolation_source"": ""seawater of the Dong sea coast of Changzhi Island"", ""collection_date"": ""2022-09-20"", ""collected_by"": ""Yiruo Wang""}",Vibrio natriegens Vmax (CCTCC PV 2024008),strain,The metadata explicitly states 'lab_host': 'Vibrio natriegens Vmax (CCTCC PV 2024008)'.,,metadata,True,mesophile,,forced,,True,TMP_results/accessions/XXJ62871/library/accession_lit,1,TMP_results/accessions/XXJ62871/library/host_lit,0,46.23,end,"[""CreateAccessionLibrary"", ""ClassifyHostMetadata"", ""CreateHostLibrary"", ""FilterRelevantLiterature"", ""FilterRelevantHostLiterature"", ""ClassifyThermalForced""]","{""CreateAccessionLibrary"": 15.99, ""ClassifyHostMetadata"": 2.71, ""FilterRelevantLiterature"": 21.54, ""FilterRelevantHostLiterature"": 0.0, ""ClassifyThermalForced"": 4.51}",False,TMP_results/accessions/XXJ62871/summary/summary.txt,[],0,[],0,
gemma4:e4b,XVB94676,Pseudomonas phage vB_PSGBLB0006,"{""uid"": ""2994179676"", ""accession"": ""XVB94676"", ""title"": ""protein RecA [Pseudomonas phage vB_PSGBLB0006]"", ""organism"": ""Pseudomonas phage vB_PSGBLB0006"", ""taxonId"": 3425914, ""sequence_length"": 393, ""create_date"": ""2025/06/15"", ""update_date"": ""2025/06/15"", ""dbsource"": ""insd"", ""extra"": ""gi|2994179676|gb|XVB94676.1|"", ""host"": ""Pseudomonas aeruginosa ATCC 9027""}",Pseudomonas aeruginosa ATCC 9027,species,The metadata explicitly states the host in the 'host' field as 'Pseudomonas aeruginosa ATCC 9027'.,,metadata,True,mesophile,,"The majority of the papers show optimal or primary assay temperatures around 25°C to 37°C (e.g., PMC13061930.1.txt: 'Optimal replication/activity observed at 28°C'; PMC13148639.1.txt: 'Incubation and treatment conditions frequently utilized 37°C'; PMC13135118.1.txt: 'General incubation and time-kill kinetics were performed at 37°C'). While some papers show tolerance at 4°C (psychrotolerance, e.g., PMC13061930.1.txt), the core activity and optimal conditions cluster around the human body temperature (37°C) or slightly lower (25-28°C), which is characteristic of mesophiles. There is no consistent evidence pointing to growth above 42°C (thermophile) or exclusively below 15°C (psychrophile).",,True,TMP_results/accessions/XVB94676/library/accession_lit,9,TMP_results/accessions/XVB94676/library/host_lit,8,919.6400000000001,end,"[""CreateAccessionLibrary"", ""ClassifyHostMetadata"", ""CreateHostLibrary"", ""FilterRelevantLiterature"", ""FilterRelevantHostLiterature"", ""SUMMARISELITERATURE"", ""ClassifySummary""]","{""CreateAccessionLibrary"": 36.48, ""ClassifyHostMetadata"": 2.28, ""FilterRelevantLiterature"": 298.0, ""FilterRelevantHostLiterature"": 228.99, ""ClassifySummary"": 8.48}",False,TMP_results/accessions/XVB94676/summary/summary.txt,"['PMC13061930.1.txt', 'PMC13148639.1.txt', 'PMC13144091.1.txt', 'PMC13136285.1.txt', '41879899.txt', '42035617.txt']",6,"['PMC13027531.1.txt', 'PMC13135118.1.txt', 'PMC13163262.1.txt']",3,
gemma4:e4b,XAN60209,Escherichia phage LHE287,"{""uid"": ""2728032863"", ""accession"": ""XAN60209"", ""title"": ""UvsX RecA-like recombination protein [Escherichia phage LHE287]"", ""organism"": ""Escherichia phage LHE287"", ""taxonId"": 3144838, ""sequence_length"": 361, ""create_date"": ""2025/05/09"", ""update_date"": ""2025/05/09"", ""dbsource"": ""insd"", ""extra"": ""gi|2728032863|gb|XAN60209.1|"", ""host"": ""Escherichia coli"", ""isolation_source"": ""feces""}",Escherichia coli,species,The metadata explicitly states the 'host' as 'Escherichia coli'.,,metadata,True,mesophile,,"The majority of the papers (PMC11769469.1.txt, PMC13153029.1.txt, PMC13170677.1.txt) show optimal or standard incubation temperatures around 37°C, which is the typical physiological temperature for human/mammalian life, characteristic of mesophiles. PMC11769469.1.txt explicitly states: 'The phage exhibits characteristics consistent with mesophilic organisms, showing good thermal stability within the tested range, making it a potential candidate for use in agricultural or industrial settings where temperatures are relatively stable.' PMC13153029.1.txt notes optimal activity between 'room temperature and human physiological temperature (20 °C–37 °C).' While PMC13163687.1.txt describes a psychrophile, this is an outlier, and the overall trend across the dataset points towards mesophilic adaptation based on the most frequently cited optimal conditions (37°C).",,True,TMP_results/accessions/XAN60209/library/accession_lit,6,TMP_results/accessions/XAN60209/library/host_lit,10,824.05,end,"[""CreateAccessionLibrary"", ""ClassifyHostMetadata"", ""CreateHostLibrary"", ""FilterRelevantLiterature"", ""FilterRelevantHostLiterature"", ""SUMMARISELITERATURE"", ""ClassifySummary""]","{""CreateAccessionLibrary"": 21.77, ""ClassifyHostMetadata"": 1.92, ""FilterRelevantLiterature"": 130.37, ""FilterRelevantHostLiterature"": 342.8, ""ClassifySummary"": 8.56}",False,TMP_results/accessions/XAN60209/summary/summary.txt,"['42107219.txt', 'PMC11769469.1.txt', 'PMC13153029.1.txt']",3,"['PMC13163687.1.txt', 'PMC13162333.1.txt', 'PMC13170677.1.txt', 'PMC13161134.1.txt', 'PMC13168922.1.txt', 'PMC13160763.1.txt']",6,
gemma4:e4b,XRM24437,Bacillus phage 0524phi7-1,"{""uid"": ""2958105404"", ""accession"": ""XRM24437"", ""title"": ""RecA [Bacillus phage 0524phi7-1]"", ""organism"": ""Bacillus phage 0524phi7-1"", ""taxonId"": 3411548, ""sequence_length"": 409, ""create_date"": ""2025/04/23"", ""update_date"": ""2025/04/23"", ""dbsource"": ""insd"", ""extra"": ""gi|2958105404|gb|XRM24437.1|"", ""host"": ""Bacillus thuringiensis BtSerwer7""}",Bacillus thuringiensis BtSerwer7,strain,The metadata explicitly states the 'host' as 'Bacillus thuringiensis BtSerwer7'.,,metadata,True,mesophile,,"The first paper (PMC11988461.1.txt) provides the most specific thermal data point: 'Optimal growth temperature: 30 ± 0.3 °C'. A temperature optimum around 30°C is characteristic of mesophiles. Although the paper does not explicitly state 'mesophile,' this temperature falls squarely within the typical range for mesophilic organisms (generally 20°C to 45°C). The other papers lack any specific temperature data, making the first paper the sole basis for inference. Therefore, based on the single piece of quantitative data, the classification leans towards mesophile.",,True,TMP_results/accessions/XRM24437/library/accession_lit,2,TMP_results/accessions/XRM24437/library/host_lit,10,401.66,end,"[""CreateAccessionLibrary"", ""ClassifyHostMetadata"", ""CreateHostLibrary"", ""FilterRelevantLiterature"", ""FilterRelevantHostLiterature"", ""SUMMARISELITERATURE"", ""ClassifySummary""]","{""CreateAccessionLibrary"": 22.09, ""ClassifyHostMetadata"": 2.11, ""FilterRelevantLiterature"": 42.52, ""FilterRelevantHostLiterature"": 220.56, ""ClassifySummary"": 5.26}",False,TMP_results/accessions/XRM24437/summary/summary.txt,"['PMC11988461.1.txt', 'PMC12692476.1.txt']",2,"['42108203.txt', 'PMC13165397.1.txt', '42119405.txt', '42128432.txt']",4,
gemma4:e4b,XQU42776,Escherichia phage vB_EcoM_P8,"{""uid"": ""2949253749"", ""accession"": ""XQU42776"", ""title"": ""recombination and repair protein [Escherichia phage vB_EcoM_P8]"", ""organism"": ""Escherichia phage vB_EcoM_P8"", ""taxonId"": 3412731, ""sequence_length"": 393, ""create_date"": ""2025/04/08"", ""update_date"": ""2025/04/15"", ""dbsource"": ""insd"", ""extra"": ""gi|2949253749|gb|XQU42776.1|"", ""host"": ""Escherichia coli"", ""country"": ""China"", ""isolation_source"": ""pig"", ""collection_date"": ""2023""}",Escherichia coli,species,The metadata explicitly contains the key 'host' with the value 'Escherichia coli'.,,metadata,True,mesophile,,"The majority of the papers (PMC6834657, PMC13096147, PMC6780966, PMC11678034, PMC13170677, PMC13168922) report optimal or standard incubation/assay temperatures at 37°C, which is the characteristic temperature range for human body temperature and thus indicative of mesophilic organisms. PMC13163687.1.txt is the only clear exception, explicitly describing psychrophilic adaptations from Antarctic sources. However, when considering the overall collection of summaries, the most frequently cited and consistent physiological context is the human body/clinical environment (37°C), pointing towards mesophily. PMC13096147 also explicitly suggests 'mesophilic adaptation'.",,True,TMP_results/accessions/XQU42776/library/accession_lit,5,TMP_results/accessions/XQU42776/library/host_lit,10,869.2900000000001,end,"[""CreateAccessionLibrary"", ""ClassifyHostMetadata"", ""CreateHostLibrary"", ""FilterRelevantLiterature"", ""FilterRelevantHostLiterature"", ""SUMMARISELITERATURE"", ""ClassifySummary""]","{""CreateAccessionLibrary"": 26.81, ""ClassifyHostMetadata"": 1.98, ""FilterRelevantLiterature"": 174.68, ""FilterRelevantHostLiterature"": 299.53, ""ClassifySummary"": 8.35}",False,TMP_results/accessions/XQU42776/summary/summary.txt,"['PMC6834657.1.txt', 'PMC13096147.1.txt', 'PMC6780966.1.txt', 'PMC11678034.1.txt']",4,"['42132371.txt', 'PMC13163687.1.txt', 'PMC13162333.1.txt', 'PMC13170677.1.txt', 'PMC13168922.1.txt']",5,
gemma4:e4b,XQU63049,Chryseobacterium phage MA9V-3,"{""uid"": ""2950303988"", ""accession"": ""XQU63049"", ""title"": ""protein RecA [Chryseobacterium phage MA9V-3]"", ""organism"": ""Chryseobacterium phage MA9V-3"", ""taxonId"": 3410970, ""sequence_length"": 330, ""create_date"": ""2025/04/09"", ""update_date"": ""2025/04/09"", ""dbsource"": ""insd"", ""extra"": ""gi|2950303988|gb|XQU63049.1|"", ""host"": ""Chryseobacterium sp. MA9"", ""country"": ""China"", ""isolation_source"": ""wastewater"", ""collection_date"": ""May-2024""}",Chryseobacterium sp. MA9,species,The metadata explicitly states the 'host' as 'Chryseobacterium sp. MA9'.,,metadata,True,mesophile,,"The summaries consistently point to optimal growth temperatures around 28°C to 37°C (e.g., 'Optimal growth temperature for the host bacterium was 28 °C,' 'Optimal growth temperature: 30 °C... and 37 °C'). The stability ranges (20–50 °C) and the general context of isolation from wastewater and soil, combined with the explicit conclusion in the first summary ('The observed stability profile suggests mesophilic characteristics'), strongly indicate a mesophilic nature. None of the summaries suggest adaptation to very low temperatures (psychrophile) or very high temperatures (thermophile).",,True,TMP_results/accessions/XQU63049/library/accession_lit,1,TMP_results/accessions/XQU63049/library/host_lit,3,300.44,end,"[""CreateAccessionLibrary"", ""ClassifyHostMetadata"", ""CreateHostLibrary"", ""FilterRelevantLiterature"", ""FilterRelevantHostLiterature"", ""SUMMARISELITERATURE"", ""ClassifySummary""]","{""CreateAccessionLibrary"": 17.69, ""ClassifyHostMetadata"": 2.16, ""FilterRelevantLiterature"": 27.89, ""FilterRelevantHostLiterature"": 109.42, ""ClassifySummary"": 5.26}",False,TMP_results/accessions/XQU63049/summary/summary.txt,['PMC13120357.1.txt'],1,"['PMC13120357.1.txt', 'PMC10146277.1.txt', 'PMC10537231.1.txt']",3,
ERROR,XQU59788,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,"At key 'nodes': Can receive only one value per step. Use an Annotated key to handle multiple values.
For troubleshooting, visit: https://docs.langchain.com/oss/python/langgraph/errors/INVALID_CONCURRENT_GRAPH_UPDATE"
gemma4:e4b,XQU49485,Enterobacter phage SonariX,"{""uid"": ""2949342065"", ""accession"": ""XQU49485"", ""title"": ""recombination and repair protein [Enterobacter phage SonariX]"", ""organism"": ""Enterobacter phage SonariX"", ""taxonId"": 3391247, ""sequence_length"": 387, ""create_date"": ""2025/04/08"", ""update_date"": ""2025/04/08"", ""dbsource"": ""insd"", ""extra"": ""gi|2949342065|gb|XQU49485.1|"", ""lab_host"": ""Enterobacter cloacae"", ""lat_lon"": ""13.03393377 N 80.26960656 E""}",Enterobacter cloacae,species,"The metadata contains the key 'lab_host' with the value 'Enterobacter cloacae', which explicitly states the host organism.",,metadata,True,mesophile,,"The majority of the papers (PMC13170162.1.txt, PMC13170220.1.txt, PMC13165833.1.txt) report standard laboratory incubation temperatures of 37°C or 35°C. These temperatures are characteristic of human body temperature, which defines mesophilic organisms. While one paper (42128682.txt) mentions survival up to 60°C, the overall context of the studies (clinical isolates, human body sites) strongly points to mesophilic adaptation. The consistent use of 37°C/35°C for growth/testing is the strongest indicator.",,True,TMP_results/accessions/XQU49485/library/accession_lit,10,TMP_results/accessions/XQU49485/library/host_lit,10,720.1,end,"[""CreateAccessionLibrary"", ""ClassifyHostMetadata"", ""CreateHostLibrary"", ""FilterRelevantLiterature"", ""FilterRelevantHostLiterature"", ""SUMMARISELITERATURE"", ""ClassifySummary""]","{""CreateAccessionLibrary"": 29.41, ""ClassifyHostMetadata"": 2.22, ""FilterRelevantLiterature"": 235.23, ""FilterRelevantHostLiterature"": 218.07, ""ClassifySummary"": 6.6}",False,TMP_results/accessions/XQU49485/summary/summary.txt,"['PMC13147767.1.txt', 'PMC13164347.1.txt', '42128682.txt', '42070172.txt']",4,"['PMC13158018.1.txt', 'PMC13170162.1.txt', 'PMC13170220.1.txt', 'PMC13165833.1.txt', '42133148.txt', '42128682.txt']",6,
gemma4:e4b,XQQ51888,Salmonella phage vB_Sen_BCPSen_003,"{""uid"": ""2946947649"", ""accession"": ""XQQ51888"", ""title"": ""protein RecA [Salmonella phage vB_Sen_BCPSen_003]"", ""organism"": ""Salmonella phage vB_Sen_BCPSen_003"", ""taxonId"": 3413208, ""sequence_length"": 393, ""create_date"": ""2025/04/05"", ""update_date"": ""2025/04/05"", ""dbsource"": ""insd"", ""extra"": ""gi|2946947649|gb|XQQ51888.1|"", ""lab_host"": ""Salmonella enterica subsp. enterica serovar Enteritidis 009/3-15/R""}",Salmonella enterica subsp. enterica serovar Enteritidis 009/3-15/R,strain,The metadata explicitly lists 'lab_host' as 'Salmonella enterica subsp. enterica serovar Enteritidis 009/3-15/R'.,,metadata,True,mesophile,,forced,,True,TMP_results/accessions/XQQ51888/library/accession_lit,4,TMP_results/accessions/XQQ51888/library/host_lit,0,300.99,end,"[""CreateAccessionLibrary"", ""ClassifyHostMetadata"", ""CreateHostLibrary"", ""FilterRelevantLiterature"", ""FilterRelevantHostLiterature"", ""ClassifyThermalForced""]","{""CreateAccessionLibrary"": 28.88, ""ClassifyHostMetadata"": 2.72, ""FilterRelevantLiterature"": 262.82, ""FilterRelevantHostLiterature"": 0.0, ""ClassifyThermalForced"": 4.22}",False,TMP_results/accessions/XQQ51888/summary/summary.txt,[],0,[],0,
ERROR,XQQ51607,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,"At key 'nodes': Can receive only one value per step. Use an Annotated key to handle multiple values.
For troubleshooting, visit: https://docs.langchain.com/oss/python/langgraph/errors/INVALID_CONCURRENT_GRAPH_UPDATE"
gemma4:e4b,XQQ51411,Escherichia phage vB_Eco_BCPEco_001,"{""uid"": ""2946947001"", ""accession"": ""XQQ51411"", ""title"": ""protein RecA [Escherichia phage vB_Eco_BCPEco_001]"", ""organism"": ""Escherichia phage vB_Eco_BCPEco_001"", ""taxonId"": 3411939, ""sequence_length"": 393, ""create_date"": ""2025/04/05"", ""update_date"": ""2025/04/05"", ""dbsource"": ""insd"", ""extra"": ""gi|2946947001|gb|XQQ51411.1|"", ""lab_host"": ""Escherichia coli 002/1-14/R""}",Escherichia coli 002/1-14/R,strain,The metadata explicitly states 'lab_host': 'Escherichia coli 002/1-14/R'.,,metadata,True,mesophile,,"The majority of the papers report optimal or tested activity ranges centered around 37°C (PMC13096147.1, PMC13056530.1) or a broad range encompassing 25°C to 37°C (PMC13059448.1, PMC13153029.1). Paper 32536218.txt explicitly states, ""The optimal activity range points towards mesophilic characteristics."" While some papers show activity at 4°C (suggesting psychrotolerance) and others show stability up to 50°C (suggesting moderate thermotolerance), the consistent optimal range and the explicit inference in the first summary strongly point towards a mesophilic classification.",,True,TMP_results/accessions/XQQ51411/library/accession_lit,6,TMP_results/accessions/XQQ51411/library/host_lit,0,466.55,end,"[""CreateAccessionLibrary"", ""ClassifyHostMetadata"", ""CreateHostLibrary"", ""FilterRelevantLiterature"", ""FilterRelevantHostLiterature"", ""SUMMARISELITERATURE"", ""ClassifySummary""]","{""CreateAccessionLibrary"": 25.98, ""ClassifyHostMetadata"": 2.35, ""FilterRelevantLiterature"": 234.87, ""FilterRelevantHostLiterature"": 0.0, ""ClassifySummary"": 6.18}",False,TMP_results/accessions/XQQ51411/summary/summary.txt,"['32536218.txt', 'PMC13096147.1.txt', 'PMC13056530.1.txt', 'PMC13059448.1.txt', 'PMC13153029.1.txt']",5,[],0,
gemma4:e4b,XQQ50854,Staphylococcus phage vB_Sau_BCPSau_005,"{""uid"": ""2946944669"", ""accession"": ""XQQ50854"", ""title"": ""protein RecA [Staphylococcus phage vB_Sau_BCPSau_005]"", ""organism"": ""Staphylococcus phage vB_Sau_BCPSau_005"", ""taxonId"": 3410954, ""sequence_length"": 418, ""create_date"": ""2025/04/05"", ""update_date"": ""2025/04/05"", ""dbsource"": ""insd"", ""extra"": ""gi|2946944669|gb|XQQ50854.1|"", ""host"": ""Staphylococcus aureus 012/05-15/R (JSC BioChimPharm)""}",Staphylococcus aureus 012/05-15/R (JSC BioChimPharm),strain,The metadata explicitly lists the 'host' as 'Staphylococcus aureus 012/05-15/R (JSC BioChimPharm)'.,,metadata,True,mesophile,,"The summary repeatedly states that the 'Optimal growth temperature' and 'Growth temperature range' were both 37°C, and all incubation conditions were at 37°C. Mesophiles are organisms that thrive at moderate temperatures, typically near human body temperature (around 20°C to 45°C). Since 37°C is the standard optimal growth temperature for many human pathogens like *Staphylococcus aureus*, and no evidence for extreme cold (psychrophile) or extreme heat (thermophile) is provided, the organism is classified as mesophilic based on the experimental conditions.",,True,TMP_results/accessions/XQQ50854/library/accession_lit,5,TMP_results/accessions/XQQ50854/library/host_lit,0,364.68,end,"[""CreateAccessionLibrary"", ""ClassifyHostMetadata"", ""CreateHostLibrary"", ""FilterRelevantLiterature"", ""FilterRelevantHostLiterature"", ""SUMMARISELITERATURE"", ""ClassifySummary""]","{""CreateAccessionLibrary"": 31.08, ""ClassifyHostMetadata"": 2.58, ""FilterRelevantLiterature"": 272.51, ""FilterRelevantHostLiterature"": 0.0, ""ClassifySummary"": 3.7}",False,TMP_results/accessions/XQQ50854/summary/summary.txt,['PMC11708336.1.txt'],1,[],0,
gemma4:e4b,XQP02554,Streptomyces phage CeilingFan,"{""uid"": ""2946614412"", ""accession"": ""XQP02554"", ""title"": ""RecA-like DNA recombinase [Streptomyces phage CeilingFan]"", ""organism"": ""Streptomyces phage CeilingFan"", ""taxonId"": 3403444, ""sequence_length"": 334, ""create_date"": ""2025/04/02"", ""update_date"": ""2025/04/02"", ""dbsource"": ""insd"", ""extra"": ""gi|2946614412|gb|XQP02554.1|"", ""lab_host"": ""Streptomyces griseus ATCC 10137"", ""country"": ""USA: Evansville, IN"", ""isolation_source"": ""soil"", ""lat_lon"": ""37.973087 N 87.533630 W"", ""collection_date"": ""01-Sep-2023"", ""collected_by"": ""Chase Boyles & Mirkhon Normnurodov""}",Streptomyces griseus ATCC 10137,species,"The metadata contains the key 'lab_host' with the value 'Streptomyces griseus ATCC 10137', which explicitly states the host organism.",,metadata,True,mesophile,,"The majority of the papers (PMC13097060.1, PMC11705968.1, PMC12154043.1, 22433896.txt) report optimal or tested growth/activity temperatures in the range of 25°C to 37°C. These temperatures are characteristic of mesophiles. While one paper (PMC11294657.1.txt) explicitly discusses thermophilic enzymes (optimal at 70°C, 60°C), the overall trend across the collected summaries, especially those detailing microbial growth conditions, points towards mesophilic conditions. The most frequently cited and consistent range is around 30-37°C.",,True,TMP_results/accessions/XQP02554/library/accession_lit,0,TMP_results/accessions/XQP02554/library/host_lit,10,334.85,end,"[""CreateAccessionLibrary"", ""ClassifyHostMetadata"", ""CreateHostLibrary"", ""FilterRelevantLiterature"", ""FilterRelevantHostLiterature"", ""SUMMARISELITERATURE"", ""ClassifySummary""]","{""CreateAccessionLibrary"": 8.7, ""ClassifyHostMetadata"": 2.59, ""FilterRelevantLiterature"": 0.0, ""FilterRelevantHostLiterature"": 136.73, ""ClassifySummary"": 6.61}",False,TMP_results/accessions/XQP02554/summary/summary.txt,[],0,"['PMC13097060.1.txt', 'PMC11705968.1.txt', 'PMC5511901.1.txt', 'PMC11294657.1.txt', '23948258.txt', 'PMC12154043.1.txt', '22433896.txt', 'PMC12879165.1.txt']",8,
gemma4:e4b,XQO94789,Vibrio phage VPALA,"{""uid"": ""2946610651"", ""accession"": ""XQO94789"", ""title"": ""recombination and repair protein [Vibrio phage VPALA]"", ""organism"": ""Vibrio phage VPALA"", ""taxonId"": 3400948, ""sequence_length"": 370, ""create_date"": ""2025/04/02"", ""update_date"": ""2025/04/02"", ""dbsource"": ""insd"", ""extra"": ""gi|2946610651|gb|XQO94789.1|"", ""host"": ""Vibrio anguillarum ALA"", ""country"": ""Turkey"", ""isolation_source"": ""waste water""}",Vibrio anguillarum ALA,strain,The metadata explicitly contains the key 'host' with the value 'Vibrio anguillarum ALA'.,,metadata,True,mesophile,,"The majority of the papers provide evidence pointing towards mesophilic conditions or lack of extreme adaptation. 

1. **PMC13142089.1.txt:** Mentions 'Mesophilic tolerance' based on stability at 40°C, and the study was conducted at 28°C. 
2. **PMC8667730.1.txt:** Shows optimal growth/incubation conditions at 28°C and 37°C, which are classic mesophilic ranges.
3. **Paper: 42114400.txt:** Tested stability at 37°C (a common mesophilic temperature).

While there are papers suggesting psychrophilic activity (24931498.txt, 25747528.txt) and one showing high thermostability (42090863.txt), the overall collection of data points to organisms that function well within the moderate temperature range (28°C - 37°C), which defines mesophiles. The most frequently cited or implied optimal/tested range is mesophilic.",,True,TMP_results/accessions/XQO94789/library/accession_lit,10,TMP_results/accessions/XQO94789/library/host_lit,6,464.81,end,"[""CreateAccessionLibrary"", ""ClassifyHostMetadata"", ""CreateHostLibrary"", ""FilterRelevantLiterature"", ""FilterRelevantHostLiterature"", ""SUMMARISELITERATURE"", ""ClassifySummary""]","{""CreateAccessionLibrary"": 37.1, ""ClassifyHostMetadata"": 2.16, ""FilterRelevantLiterature"": 247.01, ""FilterRelevantHostLiterature"": 38.38, ""ClassifySummary"": 7.85}",False,TMP_results/accessions/XQO94789/summary/summary.txt,"['42114400.txt', '42080579.txt', 'PMC13169385.1.txt', 'PMC13142089.1.txt', '42090863.txt']",5,"['PMC8667730.1.txt', '24931498.txt', '25747528.txt']",3,
gemma4:e4b,XPP60222,Erwinia phage Kaldavass,"{""uid"": ""2925480727"", ""accession"": ""XPP60222"", ""title"": ""UvsX-like recombinase [Erwinia phage Kaldavass]"", ""organism"": ""Erwinia phage Kaldavass"", ""taxonId"": 3374950, ""sequence_length"": 377, ""create_date"": ""2025/03/14"", ""update_date"": ""2025/03/14"", ""dbsource"": ""insd"", ""extra"": ""gi|2925480727|gb|XPP60222.1|"", ""host"": ""Erwinia aphidicola W09_2""}",Erwinia aphidicola W09_2,strain,The metadata explicitly states the host as 'Erwinia aphidicola W09_2' under the 'host' key.,,metadata,True,mesophile,,"The most consistent and specific temperature data points to growth around 20°C. 
1. Paper 1 & 2: Enrichment was done at $28^	ext{o}	ext{C}$.
2. Paper 3: Optimal growth temperature was 'Approximately 20°C (room temperature)' and cultures were grown at '20°C'.

Mesophiles are generally defined as organisms that thrive at moderate temperatures, typically between $20^	ext{o}	ext{C}$ and $45^	ext{o}	ext{C}$. Since the primary growth/enrichment temperatures cited are $20^	ext{o}	ext{C}$ and $28^	ext{o}	ext{C}$, this strongly suggests a mesophilic lifestyle, even though the text does not explicitly state 'mesophile'. The presence of $37^	ext{o}	ext{C}$ (human body temperature) as a validation point also falls within the mesophilic range.",,True,TMP_results/accessions/XPP60222/library/accession_lit,1,TMP_results/accessions/XPP60222/library/host_lit,2,207.08999999999997,end,"[""CreateAccessionLibrary"", ""ClassifyHostMetadata"", ""CreateHostLibrary"", ""FilterRelevantLiterature"", ""FilterRelevantHostLiterature"", ""SUMMARISELITERATURE"", ""ClassifySummary""]","{""CreateAccessionLibrary"": 10.11, ""ClassifyHostMetadata"": 2.32, ""FilterRelevantLiterature"": 34.99, ""FilterRelevantHostLiterature"": 70.38, ""ClassifySummary"": 5.63}",False,TMP_results/accessions/XPP60222/summary/summary.txt,['PMC11780129.1.txt'],1,"['PMC11780129.1.txt', 'PMC10689766.1.txt']",2,
gemma4:e4b,XPO97844,Shigella phage SF2-1,"{""uid"": ""2924926242"", ""accession"": ""XPO97844"", ""title"": ""recombinase [Shigella phage SF2-1]"", ""organism"": ""Shigella phage SF2-1"", ""taxonId"": 3385253, ""sequence_length"": 393, ""create_date"": ""2025/03/12"", ""update_date"": ""2025/03/12"", ""dbsource"": ""insd"", ""extra"": ""gi|2924926242|gb|XPO97844.1|"", ""host"": ""Shigella flexneri SM3"", ""country"": ""China"", ""isolation_source"": ""sewage from septic tank"", ""collected_by"": ""Liu Z., Yu Y., Yang Y."", ""note"": ""A50""}",Shigella flexneri SM3,strain,The metadata explicitly states the 'host' as 'Shigella flexneri SM3'.,,metadata,True,mesophile,,"Several papers (PMC12694917.1.txt, PMC13098420.1.txt, PMC4845012.1.txt) consistently report an optimal growth temperature of $37^{\circ}\text{C}$. This temperature range ($20-42^{\circ}\text{C}$) is characteristic of mesophiles, which thrive at moderate temperatures, consistent with human body temperature and the source of human faecal/sewage samples. While one paper (41942208.txt) shows cold tolerance at $4^{\circ}\text{C}$, the majority of the explicit physiological data points to $37^{\circ}\text{C}$ as the optimal condition, leading to the inference of a mesophilic classification.",,True,TMP_results/accessions/XPO97844/library/accession_lit,5,TMP_results/accessions/XPO97844/library/host_lit,5,814.89,end,"[""CreateAccessionLibrary"", ""ClassifyHostMetadata"", ""CreateHostLibrary"", ""FilterRelevantLiterature"", ""FilterRelevantHostLiterature"", ""SUMMARISELITERATURE"", ""ClassifySummary""]","{""CreateAccessionLibrary"": 26.01, ""ClassifyHostMetadata"": 2.11, ""FilterRelevantLiterature"": 185.36, ""FilterRelevantHostLiterature"": 184.98, ""ClassifySummary"": 11.83}",False,TMP_results/accessions/XPO97844/summary/summary.txt,"['41942208.txt', 'PMC12694917.1.txt', 'PMC13098420.1.txt', 'PMC13024384.1.txt', 'PMC13153029.1.txt']",5,"['PMC4845012.1.txt', 'PMC11665395.1.txt', 'PMC8626755.1.txt']",3,
